FILE_ID	SENTENCE	GENE	PHENOTYPE	GENE_ID	PHENOTYPE_ID	GENE_START_POSITION	GENE_END_POSITION	PHENOTYPE_START_POSITION	PHENOTYPE_END_POSITION	RELATION	CONFIRMATION	NOTES/TYPES OF UNCERTAIN	NOTES		Count
29061647	Affected patients suffer from a progressive movement disorder including chorea, parkinsonism, dystonia, tongue protrusion, dysarthria, dysphagia, tongue and lip biting, gait impairment, progressive distal muscle wasting, weakness, epileptic seizures, cognitive impairment, and behavioral changes.	lip	dysphagia	23049	HP_0002015	157	160	135	144	FALSE	U	Ug5			
29065434	After ERβ activation, both DRAM2 and protein 1 light chain 3 (LC3), a key actor in the autophagosome formation, strictly interacted each other and localized at mitochondrial level.Altogether these results suggest that targeting ERβ with selective agonists might affect HL cell proliferation and tumor growth via a mechanism that brings into play DRAM2-dependent autophagic cascade	light	tumor	8740	HP_0002664	47	52	295	300	FALSE	U	Ug5			
28601660	After exclusive analysis of 10 common variations of three hearing loss-related genes, GJB2, mtDNA12srRNA and SLC26A4, a novel truncated variant of SMPX, c.87dupA (p.Gly30Argfs*12) (NCBI ClinVar Submission ID: SUB3136126), was identified by whole-exome sequencing.	SMPX	hearing loss	23676	HP_0000365	147	151	58	70	TRUE	C				
29130579	Aim of this study was to analyze the CMG2 mRNA and protein expression in soft tissue sarcoma and their association with patient outcome.	CMG2	sarcoma	118429	HP_0100242	37	41	85	92	TRUE	C				
29317335	AL mice showed a diabetes prevalence of 43%, whereas mice under CR and IF were completely protected against hyperglycemia.	mice	hyperglycemia	23581	HP_0003074	3	7	108	121	FALSE	U	Ug5			
23781959	Alazami syndrome (AS) (MIM# 615071) is an autosomal recessive microcephalic primordial dwarfism (PD) with recognizable facial features and severe intellectual disability due to depletion or loss of function variants in LARP7.	MIM	autosomal recessive	9788	HP_0000007	23	26	42	61	FALSE	U	Ug5			
29426275	Alazami syndrome (AS) (MIM# 615071) is an autosomal recessive microcephalic primordial dwarfism (PD) with recognizable facial features and severe intellectual disability due to depletion or loss of function variants in LARP7.	MIM	intellectual disability	9788	HP_0001249	23	26	146	169	FALSE	U	Ug5			
27662660	Alazami syndrome (AS) (MIM# 615071) is an autosomal recessive microcephalic primordial dwarfism (PD) with recognizable facial features and severe intellectual disability due to depletion or loss of function variants in LARP7.	LARP7	intellectual disability	51574	HP_0001249	219	224	146	169	TRUE	C				
28095295	All these findings implied the important roles of FBP1 expression in lung cancer development and progression and the potential use of the methylation status detected in FBP1 promoter region as a novel predictor for prognosis and therapeutic target for NSCLC patients	FBP1	cancer	2203	HP_0002664	50	54	74	80	FALSE	I				
26725848	All these findings indicate that circulating soluble corin has the potential to be a sensitive and specific biomarker for risk prediction and prognostic assessment of cardiovascular diseases.	corin	cardiovascular diseases	10699	HP_0001626	53	58	167	190	FALSE	U	Ug5			
29130579	All tumors were positive for AE1-AE3, CK18, PAX 8, antimitochondrial antigen, and SDHB.	AE1	tumors	6521	HP_0002664	29	32	4	10	FALSE	I	Ug2			
27746184	All tumors were positive for AE1-AE3, CK18, PAX 8, antimitochondrial antigen, and SDHB.	AE3	tumors	6508	HP_0002664	33	36	4	10	FALSE	I	Ug2			
30057031	Also, the generated <i>CIB2</i><sup>-/-</sup> mice display an early onset profound deafness and have normal balance and retinal functions.	mice	profound	23581	HP_0012829	46	50	74	82	FALSE	U	Ug5			
29449721	Also, two somatic heterozygous NONO mutations were found in endocrine-related tumors, p.H146R (parathyroid) and p.R293H (small intestine neuroendocrine tumor).	NONO	tumor	4841	HP_0002664	31	35	152	157	FALSE	I				
26626801	Although a digenic inheritance pattern of hearing impairment has been reported for heterozygous missense variants of ATP2B2 and CDH23, our findings indicate a monogenic cause of hearing impairment in cases with loss-of-function variants of ATP2B2	ATP2B2	digenic inheritance	493	HP_0010984	117	123	11	30	FALSE	C				
26109344	Although a digenic inheritance pattern of hearing impairment has been reported for heterozygous missense variants of ATP2B2 and CDH23, our findings indicate a monogenic cause of hearing impairment in cases with loss-of-function variants of ATP2B2	ATP2B2	hearing impairment	493	HP_0000365	117	123	42	60	FALSE	I				
29408595	Although ABCD1 is responsible for X-linked adrenoleukodystrophy (X-ALD), its phenotype differs from that of CADDS, which manifests with many features of Zellweger syndrome (ZS), including severe growth and developmental retardation, liver dysfunction, cholestasis and early infantile death.	adrenoleukodystrophy	liver dysfunction	215	HP_0001410	43	63	233	250	FALSE	U	Ug5			
29625811	Although AEBP1 immunoreactivity was almost absent in neurons containing neurofibrillary tangles, AEBP1 was highly expressed in neurons with pretangles and in the tau-immunopositive, dystrophic neurites of senile plaques.	tau	neurofibrillary tangles	4137	HP_0002185	162	165	72	95	TRUE	U	Ug5			
30690883	Although anti-myelin-associated glycoprotein (MAG) antibody neuropathy is reported as a slowly progressive disease, it can lead to significant disability and impairment of health-related quality of life (HR-QoL) and social participation.	HR	neuropathy	55806	HP_0009830	204	206	60	70	FALSE	U	Ug5			
29198720	Although disruption of the CDKN2A (INK4A/ARF) locus has been reported in end-stage disease, information is lacking on the status of this key tumor suppressor gene in pleural lesions preceding mesothelioma.	CDKN2A	tumor	1029	HP_0002664	27	33	141	146	TRUE	C				
24689825	Although genes that are essential for cortical developmental expansion have been identified from the genetics of human primary microcephaly (a disorder associated with reduced brain size and intellectual disability) <sup>1</sup> , studies of these genes in mice, which have a smooth cortex that is one thousand times smaller than the cortex of humans, have provided limited insight.	mice	microcephaly	23581	HP_0000252	257	261	127	139	FALSE	U	Ug5			
29727689	Although homozygous inactivation of <i>CHEK2</i> in mice led to cancers in multiple organs, accumulation of additional human cases is needed to establish its pathogenic role in humans	mice	cancer	23581	HP_0002664	52	56	64	70	FALSE	U	Ug5			
27872092	Although humans with X-linked hypophosphatemia (XLH) and the Hyp mouse, a murine homolog of XLH, are known to develop degenerative joint disease, the exact mechanism that drives the osteoarthritis (OA) phenotype remains unclear.	XLH	hypophosphatemia	5251	HP_0002148	48	51	30	46	TRUE	U	Ug3			
27807832	Although isolated cases of adult PKD have been reported in Nigerians; to the best of our knowledge, this case is the first to be reported in the paediatric age group in Nigeria.	PKD	isolated cases	5587	HP_0003745	33	36	9	23	FALSE	U	Ug3			
30222780	Although isolated cases of adult PKD have been reported in Nigerians; to the best of our knowledge, this case is the first to be reported in the paediatric age group in Nigeria.	best	isolated cases	7439	HP_0003745	77	81	9	23	FALSE	U	Ug5			
27983999	Although mutations in ACAN, FGFR3, NPR2, and SHOX typically lead to skeletal dysplasia, and mutations in GHRHR, GH1, GHR, STAT5B, IGF1, IGFALS, and IGF1R usually underlie hormonal defects of the growth hormone (GH)-insulin-like growth factor 1 (IGF1) axis, such mutations have also been identified in patients with idiopathic short stature (ISS).	NPR2	short stature	10641	HP_0004322	35	39	326	339	FALSE	C				
26715604	Although mutations in ACAN, FGFR3, NPR2, and SHOX typically lead to skeletal dysplasia, and mutations in GHRHR, GH1, GHR, STAT5B, IGF1, IGFALS, and IGF1R usually underlie hormonal defects of the growth hormone (GH)-insulin-like growth factor 1 (IGF1) axis, such mutations have also been identified in patients with idiopathic short stature (ISS).	STAT5B	skeletal dysplasia	6777	HP_0002652	122	128	68	86	FALSE	C				
29325615	Although mutations in ACAN, FGFR3, NPR2, and SHOX typically lead to skeletal dysplasia, and mutations in GHRHR, GH1, GHR, STAT5B, IGF1, IGFALS, and IGF1R usually underlie hormonal defects of the growth hormone (GH)-insulin-like growth factor 1 (IGF1) axis, such mutations have also been identified in patients with idiopathic short stature (ISS).	GHRHR	short stature	2692	HP_0004322	105	110	326	339	FALSE	I				
26626801	Although mutations in the gene encoding tricellulin are known to cause deafness in humans (DFNB49) and mice, the influence of its systemic deletion in vivo remains unknown.	mice	deafness	23581	HP_0000365	103	107	71	79	FALSE	U	Ug5			
29844572	Although no overt changes in corneal opacity were detected by slit-lamp examination, the corneas of homozygous mutant mice exhibited histological and ultrastructural epithelial cell fragility phenotypes.	mice	corneal opacity	23581	HP_0007957	118	122	29	44	FALSE	U	Ug5			
28651234	Although overlapping features with Bohring-Opitz and Bainbridge-Ropers syndromes exist, features that distinguish the ASXL2-associated condition from ASXL1- and ASXL3-related disorders are macrocephaly, absence of growth retardation, and more variability in the degree of intellectual disabilities.	ASXL1	macrocephaly	171023	HP_0000256	150	155	189	201	FALSE	U	Ug3			
29901129	Although overlapping features with Bohring-Opitz and Bainbridge-Ropers syndromes exist, features that distinguish the ASXL2-associated condition from ASXL1- and ASXL3-related disorders are macrocephaly, absence of growth retardation, and more variability in the degree of intellectual disabilities.	ASXL1	intellectual disabilities	171023	HP_0001249	150	155	272	297	TRUE	U	Ug3			
29742505	Although overlapping features with Bohring-Opitz and Bainbridge-Ropers syndromes exist, features that distinguish the ASXL2-associated condition from ASXL1- and ASXL3-related disorders are macrocephaly, absence of growth retardation, and more variability in the degree of intellectual disabilities.	ASXL3	macrocephaly	80816	HP_0000256	161	166	189	201	FALSE	U	Ug3			
28411178	Although overlapping features with Bohring-Opitz and Bainbridge-Ropers syndromes exist, features that distinguish the ASXL2-associated condition from ASXL1- and ASXL3-related disorders are macrocephaly, absence of growth retardation, and more variability in the degree of intellectual disabilities.	ASXL3	intellectual disabilities	80816	HP_0001249	161	166	272	297	TRUE	U	Ug3			
27270415	Although PABPN1 plays a critical role in the regulation of RNA processing, mutation of the gene encoding this ubiquitously expressed RNA binding protein causes a specific form of muscular dystrophy termed oculopharyngeal muscular dystrophy (OPMD).	OPMD	muscular dystrophy	8106	HP_0003560	241	245	179	197	FALSE	U	Ug3			
27604489	Although PABPN1 plays a critical role in the regulation of RNA processing, mutation of the gene encoding this ubiquitously expressed RNA binding protein causes a specific form of muscular dystrophy termed oculopharyngeal muscular dystrophy (OPMD).	PABPN1	muscular dystrophy	8106	HP_0003560	9	15	179	197	FALSE	I				
29099273	Although Sur8 has been shown to be a scaffold protein of the Ras-ERK pathway, its interaction with other signaling pathways and its involvement in tumor malignancy has not been reported.	Sur8	tumor	8036	HP_0002664	9	13	147	152	FALSE	C	Ug2			
17616665	Although the 4 PKPs displayed different levels and patterns of subcellular distribution in tumors, there was a positive correlation between immunoreactivity for PKP2 and PKP3, as well as for PKP2 and p0071, suggesting possible functional similarities associated with differentiation, tumor growth, and disease prognosis.	PKP2	tumor	5318	HP_0002664	161	165	91	96	FALSE	I	Ug2			
29844572	Although these data further support the pathogenic role of KLHL7 mutations in a CS/CISS1-like phenotype, they do not explain all their clinical manifestations and highlight the high phenotypic heterogeneity associated with mutations in KLHL7.	CISS1	heterogeneity	9244	HP_0001425	83	88	193	206	FALSE	U	Ug3			
29523295	Altogether these data demonstrate that mutations in INPP5K cause a congenital muscular dystrophy syndrome with short stature, cataracts, and intellectual disability	INPP5K	cataracts	51763	HP_0000518	52	58	126	135	TRUE	C				
29391579	Altogether these data demonstrate that mutations in INPP5K cause a congenital muscular dystrophy syndrome with short stature, cataracts, and intellectual disability	INPP5K	muscular dystrophy	51763	HP_0003560	52	58	78	96	TRUE	C				
23781959	Altogether, our data strongly suggest that mutations in CEP78 cause a previously undescribed clinical entity of a ciliary nature characterized by blindness and deafness but clearly distinct from Usher syndrome, a condition for which visual impairment is due to retinitis pigmentosa.	CEP78	deafness	84131	HP_0000365	56	61	160	168	TRUE	C				
29452776	Altogether, our data strongly suggest that mutations in CEP78 cause a previously undescribed clinical entity of a ciliary nature characterized by blindness and deafness but clearly distinct from Usher syndrome, a condition for which visual impairment is due to retinitis pigmentosa.	CEP78	blindness	84131	HP_0000618	56	61	146	155	FALSE	I				
27476655	Altogether, our study provides direct evidence that endogenous Rspo2 and Rspo3 chromosome rearrangements can initiate and maintain tumour development, and indicate a viable therapeutic window for LGK974 treatment of RSPO-fusion cancers	Rspo2	cancer	340419	HP_0002664	63	68	228	234	FALSE	I				
22791528	Among 510 unrelated patients with distal motor neuropathy, we identified mutations in HSPB1 (28 index patients/510; 5.5%) and HSPB8 (four index patients/510; 0.8%) genes.	HSPB8	neuropathy	26353	HP_0009830	126	131	47	57	TRUE	C				
15073121	Among 510 unrelated patients with distal motor neuropathy, we identified mutations in HSPB1 (28 index patients/510; 5.5%) and HSPB8 (four index patients/510; 0.8%) genes.	HSPB8	distal	26353	HP_0012839	126	131	34	40	FALSE	I				
26660953	Among all premature deaths, contributions of cerebrovascular disease (stroke), ischemic heart disease (IHD), chronic obstructive pulmonary disease (COPD), lung cancer (LC) and acute lower respiratory infections (ALRIs) were 51.70, 26.26, 11.77, 9.45 and 0.82%, respectively.	COPD	cancer	372	HP_0002664	148	152	160	166	FALSE	U	Ug3			
29625811	Among the available genomic studies, the key findings in Africa were variants in GATA4 (P193H), MTHFR 677TT, and MTHFR 1298CC that were associated with atrial septal defect, ventricular septal defect (VSD), Tetralogy of Fallot (TOF), and patent ductus arteriosus phenotypes and 22q.11 deletion, which is associated with TOF.	TOF	ventricular septal defect	55079	HP_0001629	228	231	174	199	FALSE	U	Ug3			
28877067	Among these genes, mutations in VCP gene involve in inclusion body myopathy with Paget disease of bone and frontotemporal dementia (IBMPFD), familial amyotrophic lateral sclerosis (ALS), autism spectrum disorders (ASD), and hereditary spastic paraplegia (HSP).	VCP	frontotemporal dementia	7415	HP_0002145	32	35	107	130	TRUE	C				
27320698	AMPK phosphorylates PRPS1/2, converts PRPS1/2 hexamers to monomers, and inhibits PRPS1/2 activity and subsequent nucleotide and NAD synthesis to maintain tumor cell growth and survival.	AMPK	tumor	5563	HP_0002664	0	4	154	159	FALSE	I	Ug2			
